player_name,country,points,position,year,instagram_followers,youtube_subscribers,tiktok_followers,twitter_followers,wikipedia_views,fact_player_pk
Nuria Vivancos,ESP,680,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6238
Lourdes Pascual,ESP,520,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6239
Nuria Vivancos,ESP,680,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6240
Lourdes Pascual,ESP,520,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6241
Nuria Vivancos,ESP,1082,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6242
Lourdes Pascual,ESP,595,74,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6243
Lorena Vano,ITA,1082,67,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6244
Letizia Manquillo,ESP,595,67,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6245
Lorena Vano,ITA,595,67,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6246
Letizia Manquillo,ESP,487,67,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6247
Lorena Vano,ITA,1050,67,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6248
Letizia Manquillo,ESP,462,67,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6249
Julia Polo,ESP,1050,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6250
Patricia Maria Ribeiro,POR,462,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6251
Julia Polo,ESP,462,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6252
Patricia Maria Ribeiro,POR,588,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6253
Julia Polo,ESP,1009,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6254
Patricia Maria Ribeiro,POR,465,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6255
Ana Varo Ramos,ESP,1009,65,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6256
Carmen Castillon Gamez,ESP,465,65,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6257
Ana Varo Ramos,ESP,465,65,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6258
Carmen Castillon Gamez,ESP,544,65,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6259
Ana Varo Ramos,ESP,973,65,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6260
Carmen Castillon Gamez,ESP,355,65,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6261
Raquel Segura,ESP,973,84,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6262
Marta Arellano,ESP,355,84,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6263
Raquel Segura,ESP,355,84,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6264
Marta Arellano,ESP,618,84,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6265
Raquel Segura,ESP,912,84,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6266
Marta Arellano,ESP,533,84,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6267
Alicia Blanco Rojo,ESP,912,83,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6268
Monica Gomez,ESP,533,83,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6269
Alicia Blanco Rojo,ESP,533,83,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6270
Monica Gomez,ESP,379,83,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6271
Alicia Blanco Rojo,ESP,846,83,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6272
Monica Gomez,ESP,486,83,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6273
Raquel Piltcher,BRA,846,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6274
Xenia ClascÃ ,ESP,486,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6275
Raquel Piltcher,BRA,486,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6276
Xenia ClascÃ ,ESP,360,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6277
Raquel Piltcher,BRA,104,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6278
Xenia ClascÃ ,ESP,811,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6279
Lorena Alonso De Lera,ESP,811,95,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6280
Helena Wyckaert,BEL,624,95,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6281
Lorena Alonso De Lera,ESP,624,95,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6282
